id,name,language,mode,schedule,deadline,field,url,tution_currency,university_id,duration,tution_amount
37,Mscpgdip International Human Resource Management,English,CAMPUS,PARTTIME,,ADMINISTRATION,,,27,24,
38,Masters Degree In Training Processes,Spanish,COMBINED,FULLTIME,,ADMINISTRATION,,EUR,28,24,854
39,Masters Degree In Training Processes,Spanish,COMBINED,PARTTIME,,ADMINISTRATION,,EUR,28,24,854
40,Masters Degree In Training Processes,Spanish,CAMPUS,FULLTIME,,ADMINISTRATION,,EUR,28,24,854
41,Masters Degree In Training Processes,Spanish,CAMPUS,PARTTIME,,ADMINISTRATION,,EUR,28,24,854
42,Masters Degree In Training Processes,Spanish,ONLINE,FULLTIME,,ADMINISTRATION,,EUR,28,24,854
43,Masters Degree In Training Processes,Spanish,ONLINE,PARTTIME,,ADMINISTRATION,,EUR,28,24,854
44,Masters Degree In Training Processes,Gallegan,COMBINED,FULLTIME,,ADMINISTRATION,,EUR,28,24,854
45,Masters Degree In Training Processes,Gallegan,COMBINED,PARTTIME,,ADMINISTRATION,,EUR,28,24,854
46,Masters Degree In Training Processes,Gallegan,CAMPUS,FULLTIME,,ADMINISTRATION,,EUR,28,24,854
47,Masters Degree In Training Processes,Gallegan,CAMPUS,PARTTIME,,ADMINISTRATION,,EUR,28,24,854
48,Masters Degree In Training Processes,Gallegan,ONLINE,FULLTIME,,ADMINISTRATION,,EUR,28,24,854
49,Masters Degree In Training Processes,Gallegan,ONLINE,PARTTIME,,ADMINISTRATION,,EUR,28,24,854
50,Msc In Human Resource Management,English,CAMPUS,FULLTIME,,ADMINISTRATION,,GBP,46,36,5500
51,Msc In Human Resource Management,English,CAMPUS,PARTTIME,,ADMINISTRATION,,GBP,46,36,5500
52,Master Of Traffic And Transport,Serbian,CAMPUS,,,ADMINISTRATION,,,30,,
53,Master Of Education In Administration,English,CAMPUS,,,ADMINISTRATION,,,31,,
54,Master Of Science In Human Resource Management,,CAMPUS,,,ADMINISTRATION,,,9,,
55,Msc In Managing People Knowledge And Change,English,CAMPUS,FULLTIME,,ADMINISTRATION,,,33,,
56,Master Of Science In Human Resource Development,English,CAMPUS,FULLTIME,,ADMINISTRATION,,USD,34,24,47522
57,Master Of Science In Human Resource Development,English,ONLINE,FULLTIME,,ADMINISTRATION,,USD,34,24,47522
58,Master In Global Sourcing And Logistics,Spanish,CAMPUS,,,ADMINISTRATION,,,35,,
59,Master Of Business Administration,English,CAMPUS,,,ADMINISTRATION,,,494,,
60,Master In Project And Operations Management,Spanish,ONLINE,FULLTIME,,ADMINISTRATION,,USD,37,2,8130
61,Master In Project And Operations Management,Spanish,ONLINE,PARTTIME,,ADMINISTRATION,,USD,37,2,8130
62,Master Of Public Administration,English,,,,ADMINISTRATION,,,519,,
63,Msc Project Management,English,CAMPUS,FULLTIME,,ADMINISTRATION,,EUR,192,,17000
64,Master In Logistics,,CAMPUS,FULLTIME,,ADMINISTRATION,,,372,24,
65,Master In Logistics,,CAMPUS,PARTTIME,,ADMINISTRATION,,,372,24,
66,European Master In Human Resources Management,French,ONLINE,FULLTIME,,ADMINISTRATION,,EUR,41,36,3739
67,European Master In Human Resources Management,French,ONLINE,PARTTIME,,ADMINISTRATION,,EUR,41,36,3739
68,Msc Behavioral Psychology And Organizational Psychology,German,ONLINE,FULLTIME,,ADMINISTRATION,,EUR,42,,11850
69,Msc Behavioral Psychology And Organizational Psychology,German,ONLINE,PARTTIME,,ADMINISTRATION,,EUR,42,,11850
70,Master Of Science In Criminal Justice Administration,English,ONLINE,,,ADMINISTRATION,,,187,,
71,Msc In Shipping Operations Management,English,ONLINE,FULLTIME,,ADMINISTRATION,,EUR,44,15,8000
72,Ma In Sport Management Administration,English,ONLINE,FULLTIME,,ADMINISTRATION,,,45,24,
73,Ma In Sport Management Administration,English,ONLINE,PARTTIME,,ADMINISTRATION,,,45,24,
74,Msc In Human Resource Management,English,CAMPUS,FULLTIME,,ADMINISTRATION,,EUR,46,16,2000
75,Master In Human Resources Management And Development,Portuguese (Portugal),CAMPUS,,,ADMINISTRATION,,,47,,
76,Msc In Human Resource Management,English,CAMPUS,FULLTIME,,ADMINISTRATION,,EUR,46,,7955
77,Masters Degree In Criminal Justice Administration,,CAMPUS,,,ADMINISTRATION,,,49,,
78,Master Of Public Administration Criminal Justice,English,ONLINE,PARTTIME,,ADMINISTRATION,,,50,24,
79,Master Of Public Administration,English,CAMPUS,FULLTIME,,ADMINISTRATION,http://cogs.georgiasouthern.edu/admission/all-graduate-programs/gradprogramsbycollege/public-administration-programs/mpa/,USD,519,24,9406
80,Msc In Human Resource Management,English,CAMPUS,FULLTIME,,ADMINISTRATION,,EUR,46,12,15250
81,Master Of Science In Research Administration,English,ONLINE,PARTTIME,,ADMINISTRATION,,,53,60,
82,Master Of Public Administration,English,,,,ADMINISTRATION,,,519,,
83,Msc In Management Human Resource Management,English,CAMPUS,FULLTIME,,ADMINISTRATION,,GBP,55,24,18500
84,Msc In Management Human Resource Management,English,CAMPUS,PARTTIME,,ADMINISTRATION,,GBP,55,24,18500
85,Master Of Arts In Educational Administration,English,ONLINE,FULLTIME,,ADMINISTRATION,,,2303,24,
86,Master Of Logistics Management Advanced,English,CAMPUS,,,ADMINISTRATION,,,57,,
87,Government Master Of Arts,English,,,,ADMINISTRATION,,,58,,
88,Mba Ma In Responsible Management,English,COMBINED,PARTTIME,,ADMINISTRATION,,,59,36,
89,Mba Ma In Responsible Management,English,CAMPUS,PARTTIME,,ADMINISTRATION,,,59,36,
90,Mba Ma In Responsible Management,English,ONLINE,PARTTIME,,ADMINISTRATION,,,59,36,
91,Master In People Management And Organizational Effectiveness,Spanish (Chile),CAMPUS,,,ADMINISTRATION,,,60,,
92,Master Of Nonprofit Administration,English,CAMPUS,,,ADMINISTRATION,,,329,,
93,Master Of Production Management Logistics Purchasing,French,CAMPUS,FULLTIME,,ADMINISTRATION,,,62,24,
94,Ma In Human Resource Management Cipd Level,,ONLINE,PARTTIME,,ADMINISTRATION,https://informaconnect.com/ma-in-human-resource-management/?vip_code=FKW12666EXLKEYSTONE,,63,23,
95,Master Of Public Administration,English,CAMPUS,FULLTIME,,ADMINISTRATION,,USD,519,36,3149
96,Master Of Public Administration,English,CAMPUS,PARTTIME,,ADMINISTRATION,,USD,519,36,3149
97,Master In Administration In International Organizations,English,CAMPUS,FULLTIME,,ADMINISTRATION,,,65,24,
98,Masters Degree In Management And People Management,Spanish,COMBINED,FULLTIME,,ADMINISTRATION,,EUR,66,,830
99,Masters Degree In Management And People Management,Spanish,CAMPUS,FULLTIME,,ADMINISTRATION,,EUR,66,,830
100,Masters Degree In Management And People Management,Spanish,ONLINE,FULLTIME,,ADMINISTRATION,,EUR,66,,830
101,Msc In Technology And Operations Management,English,CAMPUS,FULLTIME,,ADMINISTRATION,,EUR,15,,2168
102,Specialization In Administrative Institutions Of Public Finance,Spanish (Mexican),CAMPUS,,,ADMINISTRATION,,,67,,
103,Master Of Public Administration,,CAMPUS,FULLTIME,,ADMINISTRATION,,,519,24,
104,Ma In Human Resource Counselling,English,CAMPUS,FULLTIME,,ADMINISTRATION,,EUR,,24,1900
105,Executive Master Of Public Administration,English,CAMPUS,FULLTIME,,ADMINISTRATION,,EUR,70,24,34500
106,Executive Master Of Public Administration,English,CAMPUS,PARTTIME,,ADMINISTRATION,,EUR,70,24,34500
107,Master Of Human Resource Management,English,CAMPUS,FULLTIME,,ADMINISTRATION,,AUD,202,,47088
108,Master Of Human Resource Management,English,CAMPUS,PARTTIME,,ADMINISTRATION,,AUD,202,,47088
109,Master Of Human Resource Management,English,CAMPUS,FULLTIME,,ADMINISTRATION,,MYR,202,24,25230
110,Master Of Arts Leadership And Public Service,English,,,,ADMINISTRATION,,,73,,
111,Master In State And Municipal Administration,Russian,CAMPUS,FULLTIME,,ADMINISTRATION,,,74,24,
112,Masters Degree In Management And Human Resources Management,Spanish,CAMPUS,FULLTIME,,ADMINISTRATION,,,301,9,
113,Master In Adult Education And Human Resource Development,English,COMBINED,FULLTIME,,ADMINISTRATION,,USD,76,24,44316
114,Master In Adult Education And Human Resource Development,English,COMBINED,PARTTIME,,ADMINISTRATION,,USD,76,24,44316
115,Master In Adult Education And Human Resource Development,English,CAMPUS,FULLTIME,,ADMINISTRATION,,USD,76,24,44316
116,Master In Adult Education And Human Resource Development,English,CAMPUS,PARTTIME,,ADMINISTRATION,,USD,76,24,44316
117,Master In Adult Education And Human Resource Development,English,ONLINE,FULLTIME,,ADMINISTRATION,,USD,76,24,44316
118,Master In Adult Education And Human Resource Development,English,ONLINE,PARTTIME,,ADMINISTRATION,,USD,76,24,44316
119,Msc In International Human Resource Management,English,CAMPUS,FULLTIME,,ADMINISTRATION,,GBP,144,12,7900
120,Trade Business Commercial Logistics Masters Degree,Russian,CAMPUS,FULLTIME,,ADMINISTRATION,,,211,27,
121,Trade Business Commercial Logistics Masters Degree,Russian,CAMPUS,PARTTIME,,ADMINISTRATION,,,211,27,
122,Master Of Science In International Logistics Procurement Supply Chain Management,English,CAMPUS,FULLTIME,,ADMINISTRATION,,EUR,79,12,16000
123,Msc Phd In Administration,English,CAMPUS,FULLTIME,,ADMINISTRATION,,BRL,80,48,150
124,Postgraduation In Management,Portuguese (Portugal),CAMPUS,PARTTIME,,ADMINISTRATION,,,75,9,
125,Master Of Public Administration Emergency Management,English,ONLINE,PARTTIME,,ADMINISTRATION,,,50,24,
126,Master Of Science In Human Resource Management,English,CAMPUS,FULLTIME,,ADMINISTRATION,,USD,9,0,10828
127,Ma In Professional Development,,CAMPUS,FULLTIME,,ADMINISTRATION,,USD,83,,6750
128,Master Of Human Resource Management,English,ONLINE,FULLTIME,,ADMINISTRATION,,USD,202,48,7000
129,Master Of Human Resource Management,English,ONLINE,PARTTIME,,ADMINISTRATION,,USD,202,48,7000
130,Master Of Science In Human Resource Development Hrd Programme By Coursework,,CAMPUS,FULLTIME,,ADMINISTRATION,,,85,24,21000
131,Master In Coaching Emotional Management And Mindfulness,Spanish,ONLINE,FULLTIME,,ADMINISTRATION,,EUR,86,18,7200
132,Master In Nonprofit Leadership And Management,English,CAMPUS,FULLTIME,,ADMINISTRATION,,USD,87,16,1400
133,Master In Nonprofit Leadership And Management,English,CAMPUS,PARTTIME,,ADMINISTRATION,,USD,87,16,1400
134,Master In Nonprofit Leadership And Management,English,ONLINE,FULLTIME,,ADMINISTRATION,,USD,87,16,1400
135,Master In Nonprofit Leadership And Management,English,ONLINE,PARTTIME,,ADMINISTRATION,,USD,87,16,1400
136,Master In Public Administration Mpa,English,,,,ADMINISTRATION,,,519,,
137,Master Human Resource Development,French,CAMPUS,PARTTIME,,ADMINISTRATION,,EUR,89,24,5837
138,Master Of Business Hr Management,English,CAMPUS,FULLTIME,,ADMINISTRATION,, AED,90,24,8967
139,Master In Neuromanagement And Talent Management,Spanish,CAMPUS,PARTTIME,,ADMINISTRATION,,EUR,91,,9000
140,Master In Neuromanagement And Talent Management,Spanish,ONLINE,PARTTIME,,ADMINISTRATION,,EUR,91,,9000
141,Master Human Development,Dutch,CAMPUS,,,ADMINISTRATION,,,92,,
142,Master In Public Administration,Chinese,CAMPUS,,,ADMINISTRATION,,,519,,
143,Master Of Human Resource,English,ONLINE,,,ADMINISTRATION,,,94,,
144,Master Of Science In Operations And Technology Management Msotm,English,CAMPUS,PARTTIME,,ADMINISTRATION,,USD,95,9,4500
145,Masters In People Management In The Workplace,French,CAMPUS,FULLTIME,,ADMINISTRATION,https://www.uqar.ca/nouvelles/uqar-info/3255-informations-et-precisions-sur-la-covid-19-coronavirus,,96,24,
146,Online Master Of Administration,Spanish,ONLINE,FULLTIME,,ADMINISTRATION,,,97,24,
147,Online Master Of Administration,Spanish,ONLINE,PARTTIME,,ADMINISTRATION,,,97,24,
148,Specialization In Human Talent Management,Spanish (Colombia),CAMPUS,,,ADMINISTRATION,,,359,,
149,Masters Degree In Value Network Management And Logistics,Spanish (Colombia),CAMPUS,,,ADMINISTRATION,,,99,,
150,Graduate Program In Administration,Portuguese (Brazil),CAMPUS,,,ADMINISTRATION,,,100,,
151,Master Of Science Justice Administration And Crime Management Degree,English,CAMPUS,FULLTIME,,ADMINISTRATION,,,101,0,
152,Master Of Science Justice Administration And Crime Management Degree,English,CAMPUS,PARTTIME,,ADMINISTRATION,,,101,0,
153,Master Of Science Justice Administration And Crime Management Degree,English,ONLINE,FULLTIME,,ADMINISTRATION,,,101,0,
154,Master Of Science Justice Administration And Crime Management Degree,English,ONLINE,PARTTIME,,ADMINISTRATION,,,101,0,
155,Master Of Science In Logistics And Supply Chain Management,English,CAMPUS,FULLTIME,,ADMINISTRATION,,USD,316,24,28596
156,Master Of Business Administration,English,CAMPUS,,,ADMINISTRATION,,,494,,
157,Master In Human Development,Portuguese (Brazil),CAMPUS,,,ADMINISTRATION,,,92,,
158,Master Of Business Administration,English,CAMPUS,,,ADMINISTRATION,,,494,,
159,Mpa Criminal Justice And Public Safety,English,ONLINE,PARTTIME,,ADMINISTRATION,,,106,18,
160,Master In Global Supply Chain Management,English,CAMPUS,FULLTIME,,ADMINISTRATION,,EUR,107,,16500
161,English For Logistics,Spanish (Mexican),CAMPUS,,,ADMINISTRATION,,,,,
162,Master In Research In Public Administration And Organisational Science,English,CAMPUS,FULLTIME,,ADMINISTRATION,,EUR,109,24,2168
163,Msc International Human Resource Management,English,ONLINE,PARTTIME,,ADMINISTRATION,https://online.liverpool.ac.uk/programmes/msc-international-hr-management/?utm_source=masterstudies&utm_medium=course-listing&utm_campaign=msc-international-hr-management,GBP,144,36,18000
164,Master Of Public Administration,English,,,,ADMINISTRATION,,,519,,
165,Master Of Human Resource Development,English,,,,ADMINISTRATION,,,89,,
166,Master Of Science In Logistics And Supply Chain Management,English,,,,ADMINISTRATION,,,316,,
167,Msc International Transportation Management,,,,,ADMINISTRATION,,,114,,
168,Master Of Public Administration,English,CAMPUS,FULLTIME,,ADMINISTRATION,,USD,519,15,7830
169,Msc In Operations Management Logistics,English,CAMPUS,FULLTIME,,ADMINISTRATION,,EUR,116,24,1084
170,Master In Human Talent Management International,Spanish,ONLINE,FULLTIME,,ADMINISTRATION,,USD,117,18,900
171,Master In Occupational Risk Prevention Management,Spanish,CAMPUS,FULLTIME,,ADMINISTRATION,,EUR,118,,2550
172,Master Of Business Administration In Business Administration,English,CAMPUS,,,ADMINISTRATION,,,119,,
173,Master Of Science In Business Process Control And Supply Chain Management Specialization Frontiers In Logistics And Supply Chain Management,English,CAMPUS,FULLTIME,,ADMINISTRATION,,SEK,120,24,269400
174,Master In Human Talent Management,Spanish (Mexican),CAMPUS,,,ADMINISTRATION,,,382,,
175,Ms In Human Resource Management And Development,,CAMPUS,FULLTIME,,ADMINISTRATION,,,47,,
176,Master Of Science In Transport And Logistics,English,CAMPUS,FULLTIME,,ADMINISTRATION,https://www.dtu.dk/english/Service/coronavirus,EUR,123,24,7500
177,Master In Public Administration,English,ONLINE,FULLTIME,,ADMINISTRATION,,USD,519,,850
178,Master In Public Administration,English,ONLINE,PARTTIME,,ADMINISTRATION,,USD,519,,850
179,Master In Leadership And Human Resources Management,English,CAMPUS,FULLTIME,,ADMINISTRATION,,USD,125,24,21360
180,Master In Transport Management Marketing And Logistics,Czech,CAMPUS,FULLTIME,,ADMINISTRATION,,,126,24,
181,Master Of Human Talent Management,Spanish (Colombia),CAMPUS,,,ADMINISTRATION,,,382,,
182,Human Resource Management Ma,English,CAMPUS,FULLTIME,,ADMINISTRATION,https://www.westminster.ac.uk/human-resource-management-ma?utm_source=keystone&utm_medium=directory&utm_campaign=2020_profiles_ks_dy_b1_wbs_org_human_resource_management_ma,GBP,128,,12500
183,Master Of Science In Health Analytics And Operations Management,English,CAMPUS,FULLTIME,,ADMINISTRATION,,HKD,129,24,150000
184,Master Of Science In Health Analytics And Operations Management,English,CAMPUS,PARTTIME,,ADMINISTRATION,,HKD,129,24,150000
185,Master Of Science In Health Analytics And Operations Management,Chinese,CAMPUS,FULLTIME,,ADMINISTRATION,,HKD,129,24,150000
186,Master Of Science In Health Analytics And Operations Management,Chinese,CAMPUS,PARTTIME,,ADMINISTRATION,,HKD,129,24,150000
187,Master Of Public Administration,English,ONLINE,PARTTIME,,ADMINISTRATION,,,519,36,
188,Msc Human Resource Management,English,COMBINED,FULLTIME,,ADMINISTRATION,,GBP,46,,22000
189,Msc Human Resource Management,English,CAMPUS,FULLTIME,,ADMINISTRATION,,GBP,46,,22000
190,Msc Human Resource Management,English,ONLINE,FULLTIME,,ADMINISTRATION,,GBP,46,,22000
191,Master In Public Affairs,English,,,,ADMINISTRATION,,,2315,,
192,Master Of Public Administration,English,CAMPUS,FULLTIME,,ADMINISTRATION,,,519,24,
193,Master Of Public Administration,English,CAMPUS,PARTTIME,,ADMINISTRATION,,,519,24,
194,Master In Business Management And Human Resources,Spanish (Mexican),CAMPUS,,,ADMINISTRATION,,,134,,
195,Master Of Organization Administration,Spanish (Colombia),CAMPUS,,,ADMINISTRATION,,,135,,
196,Master Of Management Nonprofit Management,English,,,,ADMINISTRATION,,,136,,
197,Master Of Management Nonprofit Management,Chinese,,,,ADMINISTRATION,,,136,,
198,Executive Master In Change Emc,English,CAMPUS,PARTTIME,,ADMINISTRATION,https://www.insead.edu/master-programmes/emc/admissions,EUR,137,18,60800
199,Online Masters Of Public Administration,English,ONLINE,PARTTIME,,ADMINISTRATION,https://landing.birmingham.ac.uk/uob/mpa?utm_source=I-%20Masterstudies&utm_medium=listing&utm_campaign=Listing_ms_mpa,,138,30,
200,Msc In International Trade And Logistics,English,CAMPUS,FULLTIME,,ADMINISTRATION,,EUR,139,24,15000
201,Master Of Administration In International Organisations,English,CAMPUS,FULLTIME,,ADMINISTRATION,https://international.uni.wroc.pl/en/admission-full-degree-studies/programmes-english/administration-international-organizations-18,EUR,65,24,2200
202,Master In Public Administration,English,CAMPUS,FULLTIME,,ADMINISTRATION,,,519,18,
203,Master Of Public Administration,English,CAMPUS,FULLTIME,,ADMINISTRATION,,,519,48,
204,Master Of Supply Chain And Logistics Management,English,CAMPUS,FULLTIME,,ADMINISTRATION,,,143,16,
205,Master Of Supply Chain And Logistics Management,English,ONLINE,FULLTIME,,ADMINISTRATION,,,143,16,
206,Global Master In Human Resources And Talent Development,Spanish,COMBINED,PARTTIME,,ADMINISTRATION,,EUR,144,12,12500
207,Global Master In Human Resources And Talent Development,Spanish,CAMPUS,PARTTIME,,ADMINISTRATION,,EUR,144,12,12500
208,Global Master In Human Resources And Talent Development,Spanish,ONLINE,PARTTIME,,ADMINISTRATION,,EUR,144,12,12500
209,Ma In Human Resource Management,English,ONLINE,FULLTIME,,ADMINISTRATION,,GBP,46,18,7700
210,Master Of Public Affairs,English,CAMPUS,FULLTIME,,ADMINISTRATION,,USD,2315,24,18276
211,Masters Degree In Human Resources Management,Spanish,ONLINE,FULLTIME,,ADMINISTRATION,,EUR,503,12,11400
212,Master Of Science In Engineering Logistics And Traffic,English,CAMPUS,FULLTIME,,ADMINISTRATION,http://www.kuleuven.be/onlineopendays,,148,24,
213,Master Of Science In Engineering Logistics And Traffic,English,CAMPUS,PARTTIME,,ADMINISTRATION,http://www.kuleuven.be/onlineopendays,,148,24,
214,Master Of Science In Strategic Human Resource Management,English,ONLINE,FULLTIME,,ADMINISTRATION,,USD,489,30,1140
215,Master Of Science In Strategic Human Resource Management,English,ONLINE,PARTTIME,,ADMINISTRATION,,USD,489,30,1140
216,Msc Global Human Resource Management,English,ONLINE,PARTTIME,,ADMINISTRATION,https://studyonline.port.ac.uk/online-msc-global-human-resource-management?utm_campaign=Eduportals&utm_source=MasterStudies&utm_medium=CourseProfile&utm_term=CTA&utm_content=GlobalHumanResourceManagement,GBP,150,24,9500
217,Master In Human Resources Management And Talent Management,Spanish,CAMPUS,,,ADMINISTRATION,,,241,,
218,Ms In Human Resource Management And Organizational Effectiveness,English,CAMPUS,,,ADMINISTRATION,,USD,152,18,915
219,Master Of Science Logistics And Supply Chain Management,English,CAMPUS,FULLTIME,,ADMINISTRATION,,,316,24,
220,Master Of Public Administration,English,CAMPUS,FULLTIME,,ADMINISTRATION,,,519,16,
221,Master Of Public Administration,English,CAMPUS,PARTTIME,,ADMINISTRATION,,,519,16,
222,Master Of Public Administration,English,ONLINE,FULLTIME,,ADMINISTRATION,,,519,16,
223,Master Of Public Administration,English,ONLINE,PARTTIME,,ADMINISTRATION,,,519,16,
224,Master Of Science In Administration School Leadership Msa,English,CAMPUS,FULLTIME,,ADMINISTRATION,,,155,20,
225,Master Of Human Resource Management Extension,English,CAMPUS,FULLTIME,,ADMINISTRATION,,,156,48,
226,Master Of Human Resource Management Extension,English,CAMPUS,PARTTIME,,ADMINISTRATION,,,156,48,
227,Global Master In Public Affairs Lobbying Corporate Diplomacy And Information Analysis,Spanish,ONLINE,FULLTIME,,ADMINISTRATION,,EUR,5,12,9800
228,Master In Work Psychology And Human Talent Management,Spanish (Mexican),CAMPUS,,,ADMINISTRATION,,,157,,
229,Mcommphil In Logistics Management Rd,English,CAMPUS,FULLTIME,,ADMINISTRATION,,USD,158,36,3500
230,Mcommphil In Logistics Management Rd,English,CAMPUS,PARTTIME,,ADMINISTRATION,,USD,158,36,3500
231,Online Master In Supply Chain Management And Logistics,English,ONLINE,FULLTIME,,ADMINISTRATION,,EUR,159,24,6200
232,Online Master In Supply Chain Management And Logistics,English,ONLINE,PARTTIME,,ADMINISTRATION,,EUR,159,24,6200
233,Master In Human Resources Management,English,CAMPUS,FULLTIME,,ADMINISTRATION,,EUR,46,,13500
234,Mba,Spanish,ONLINE,FULLTIME,,ADMINISTRATION,,EUR,86,24,8400
235,Msc In Supply Chain Management,English,CAMPUS,FULLTIME,,ADMINISTRATION,,EUR,2979,24,39500
236,Master In Criminal Justice,English,CAMPUS,,,ADMINISTRATION,,,2614,,
237,Msc Operations And Supply Chain Management,English,ONLINE,FULLTIME,,ADMINISTRATION,,GBP,479,60,9500
238,Msc Operations And Supply Chain Management,English,ONLINE,PARTTIME,,ADMINISTRATION,,GBP,479,60,9500
239,Msc Logistics And Supply Chain Management,,CAMPUS,FULLTIME,,ADMINISTRATION,,,304,12,
240,Masters Of Arts In Public Administration,English,CAMPUS,FULLTIME,,ADMINISTRATION,,,164,48,
241,Master Of Supply Chain Management,English,CAMPUS,,,ADMINISTRATION,,,1321,,
242,Advanced Master Airline Management,English,CAMPUS,FULLTIME,,ADMINISTRATION,,,166,12,
243,Master Of Human Resources Management Mhrm,English,CAMPUS,,,ADMINISTRATION,,,202,,
244,Master In Public Administration,Korean,CAMPUS,,,ADMINISTRATION,,,519,,
245,Executive Masters In Organisational Change,English,CAMPUS,PARTTIME,,ADMINISTRATION,,GBP,169,24,35000
246,Master Of Human Resource Management Mhrm,English,CAMPUS,,,ADMINISTRATION,,USD,202,,17244
247,Msc Leadership And Human Resource Management,English,CAMPUS,FULLTIME,,ADMINISTRATION,,EUR,125,,15000
248,State And Municipal Administration Masters,Russian,CAMPUS,FULLTIME,,ADMINISTRATION,,,171,24,
249,Masters Degree In Military Science And Technology,Estonian,CAMPUS,,,ADMINISTRATION,,,172,,
250,Msc Human Resource Management,English,CAMPUS,FULLTIME,,ADMINISTRATION,,GBP,46,,15000
251,Logistics,,CAMPUS,FULLTIME,,ADMINISTRATION,,,386,,
252,Ma European Studies Public Policy And Administration,English,CAMPUS,FULLTIME,,ADMINISTRATION,,EUR,175,,2168
253,Ma International Logistics Management,English,CAMPUS,FULLTIME,,ADMINISTRATION,,USD,176,24,6500
254,Msc In Maritime Economics Logistics Mel,English,CAMPUS,FULLTIME,,ADMINISTRATION,https://www.maritimeeconomics.com/msc-programme/programme-curriculum/,EUR,177,24,27250
255,Msc In Maritime Economics Logistics Mel,English,CAMPUS,PARTTIME,,ADMINISTRATION,https://www.maritimeeconomics.com/msc-programme/programme-curriculum/,EUR,177,24,27250
256,Master In Management And Human Resources Management,Spanish,CAMPUS,FULLTIME,,ADMINISTRATION,,,301,,
257,Master Management In Big Data Management,English,ONLINE,FULLTIME,,ADMINISTRATION,,EUR,179,12,9547
258,Payroll Specialist Graduate Program,English (Canada),CAMPUS,,,ADMINISTRATION,,,180,,
259,Master Of Public Administration,Spanish,ONLINE,PARTTIME,,ADMINISTRATION,,,519,18,
260,Msc In Logistics And Operations Management,English,CAMPUS,FULLTIME,,ADMINISTRATION,,GBP,182,,8700
261,Ma In International Public And Business Administration,English,CAMPUS,FULLTIME,,ADMINISTRATION,,EUR,183,24,7000
262,Master In Work Organisational Psychology,English,CAMPUS,FULLTIME,,ADMINISTRATION,,,18,,
263,Master In Social Sector Leadership And Nonprofit Management,English,CAMPUS,FULLTIME,,ADMINISTRATION,,USD,184,12,45000
264,Mpa Policy Analysis And Analytics,English,ONLINE,PARTTIME,,ADMINISTRATION,,,106,18,
265,Fulltime Msc Shipping And Transport,English,CAMPUS,FULLTIME,,ADMINISTRATION,,EUR,185,18,17000
266,Master In Human Capital Management,Spanish (Mexican),CAMPUS,,,ADMINISTRATION,,,162,,
267,Master Of Public Administration,English,ONLINE,FULLTIME,,ADMINISTRATION,,USD,519,,12458
268,Master Of Public Administration,English,ONLINE,PARTTIME,,ADMINISTRATION,,USD,519,,12458
269,Master In Organizational Leadership Human Resources Management Track,English,CAMPUS,FULLTIME,,ADMINISTRATION,,USD,188,16,255
270,Master In Organizational Leadership Human Resources Management Track,English,CAMPUS,PARTTIME,,ADMINISTRATION,,USD,188,16,255
271,Specialization In Strategic Human Resources Management,Spanish (Argentina),CAMPUS,,,ADMINISTRATION,,,189,,
272,Msc In Shipping Management,English,CAMPUS,FULLTIME,,ADMINISTRATION,,EUR,13,24,12500
273,Msc In Shipping Management,English,CAMPUS,PARTTIME,,ADMINISTRATION,,EUR,13,24,12500
274,Msc Human Resources Management,English,CAMPUS,FULLTIME,,ADMINISTRATION,,GBP,46,24,20200
275,Msc Human Resources Management,English,CAMPUS,PARTTIME,,ADMINISTRATION,,GBP,46,24,20200
276,Msc In Management And Human Resource Management,English,CAMPUS,FULLTIME,,ADMINISTRATION,,GBP,55,12,21500
277,Master Of Public Administration Downtown Phoenix,English,CAMPUS,FULLTIME,,ADMINISTRATION,,USD,87,16,1400
278,Msc Engineering Management,English,CAMPUS,FULLTIME,,ADMINISTRATION,,EUR,499,24,15000
279,Msc Engineering Management,English,CAMPUS,PARTTIME,,ADMINISTRATION,,EUR,499,24,15000
280,Msc Sustainable Maritime Operations,English,ONLINE,PARTTIME,,ADMINISTRATION,,GBP,193,12,8600
281,Extended Msc International Business With Human Resource Management With Advanced Practice,English,CAMPUS,FULLTIME,,ADMINISTRATION,,GBP,21,24,9500
282,Msc In Logistics And Supply Chain Management Executive Senior Leader Apprenticeship,English,CAMPUS,PARTTIME,,ADMINISTRATION,https://www.cranfield.ac.uk/som/management-and-leadership-masterships?utm_medium=Listing%20Site&utm_source=MasterStudies&utm_campaign=MasterstudiesSoM2018MIML,GBP,191,26,19000
283,Master In Human Resources Digitization Hr People Analytics Online,Spanish,ONLINE,FULLTIME,,ADMINISTRATION,,EUR,5,24,9100
284,Master In Human Resources Digitization Hr People Analytics Online,Spanish,ONLINE,PARTTIME,,ADMINISTRATION,,EUR,5,24,9100
285,Extended Msc International Business With Human Resource Management,English,CAMPUS,FULLTIME,,ADMINISTRATION,,GBP,21,15,6500
286,Business Logistics Msc,Polish,CAMPUS,,,ADMINISTRATION,,,194,,
287,Masters Program In The Graduate School Of Human Life Science,Japanese,CAMPUS,,,ADMINISTRATION,,,195,,
288,Logistics And Supply Chain Management Msc,English,CAMPUS,FULLTIME,,ADMINISTRATION,https://www.westminster.ac.uk/logistics-and-supply-chain-management-msc?utm_source=keystone&utm_medium=directory&utm_campaign=2020_profiles_ks_dy_b1_dcdi_arch_logistics_supply_chain_management_msc,GBP,304,24,12500
